year,area_code,area,ethnic_group,number,denominator,percent,confidence
2007,E09000014,Haringey,Pakistani/Bangladeshi,"1,600","6,300",25.8,
2007,E09000015,Harrow,Pakistani/Bangladeshi,"1,700","5,300",32.8,
2007,E09000016,Havering,Pakistani/Bangladeshi,,,,
2007,E09000017,Hillingdon,Pakistani/Bangladeshi,"3,000","5,000",60.1,
2007,E09000018,Hounslow,Pakistani/Bangladeshi,"2,200","8,900",24.8,
2007,E09000019,Islington,Pakistani/Bangladeshi,"3,500","7,400",46.6,27.3
2007,E09000020,Kensington and Chelsea,Pakistani/Bangladeshi,,,,
2007,E09000021,Kingston upon Thames,Pakistani/Bangladeshi,"1,400","3,500",39.6,
2007,E09000022,Lambeth,Pakistani/Bangladeshi,"1,800","4,800",37.1,
2007,E09000023,Lewisham,Pakistani/Bangladeshi,800,"1,500",53.7,
2007,E09000024,Merton,Pakistani/Bangladeshi,"3,000","5,600",54.6,32.2
2007,E09000025,Newham,Pakistani/Bangladeshi,"14,300","32,700",43.8,14.8
2007,E09000026,Redbridge,Pakistani/Bangladeshi,"7,400","14,600",50.3,24.2
2007,E09000027,Richmond upon Thames,Pakistani/Bangladeshi,900,"1,100",79.1,
2007,E09000028,Southwark,Pakistani/Bangladeshi,"2,200","5,800",38.7,
2007,E09000029,Sutton,Pakistani/Bangladeshi,"1,500","2,200",69.4,
2007,E09000030,Tower Hamlets,Pakistani/Bangladeshi,"17,000","48,000",35.4,11.1
2007,E09000031,Waltham Forest,Pakistani/Bangladeshi,"10,600","25,600",41.4,17.3
2007,E09000032,Wandsworth,Pakistani/Bangladeshi,"1,700","5,200",31.9,
2007,E09000033,Westminster,Pakistani/Bangladeshi,"6,000","9,200",64.8,25.4
2007,E13000001,Inner London,Pakistani/Bangladeshi,"55,900","134,000",41.7,6.9
2007,E13000002,Outer London,Pakistani/Bangladeshi,"56,200","122,700",45.8,7.9
2007,E12000001,North East,Pakistani/Bangladeshi,"6,100","12,800",47.4,15.2
2007,E12000002,North West,Pakistani/Bangladeshi,"48,900","113,200",43.2,5.9
2007,E12000003,Yorkshire and The Humber,Pakistani/Bangladeshi,"44,300","116,300",38.1,7.1
2007,E12000004,East Midlands,Pakistani/Bangladeshi,"14,200","27,200",52,11.9
2007,E12000005,West Midlands,Pakistani/Bangladeshi,"61,000","141,800",43.1,6.9
2007,E12000006,East,Pakistani/Bangladeshi,"24,300","52,200",46.5,8.5
2007,E12000007,London,Pakistani/Bangladeshi,"112,200","256,700",43.7,5.2
2007,E12000008,South East,Pakistani/Bangladeshi,"29,900","54,700",54.7,8
2007,E12000009,South West,Pakistani/Bangladeshi,"4,500","9,400",47.9,22.6
2007,W92000004,Wales,Pakistani/Bangladeshi,"5,500","10,300",53.2,16.5
2007,S92000003,Scotland,Pakistani/Bangladeshi,"16,000","25,300",63.4,12
2007,N92000002,Northern Ireland,Pakistani/Bangladeshi,,900,,
2007,E92000001,England,Pakistani/Bangladeshi,"345,300","784,100",44,2.6
2007,K04000001,England and Wales,Pakistani/Bangladeshi,"350,800","794,400",44.2,2.6
2007,K03000001,Great Britain,Pakistani/Bangladeshi,"366,800","819,700",44.8,2.5
2007,K02000001,United Kingdom,Pakistani/Bangladeshi,"367,400","820,600",44.8,2.5
2007,E09000001,City of London,Black,,,,
2007,E09000002,Barking and Dagenham,Black,"10,500","14,300",73.1,15.8
2007,E09000003,Barnet,Black,"5,800","9,200",63.1,29.9
2007,E09000004,Bexley,Black,"7,700","10,000",77.5,20.7
2007,E09000005,Brent,Black,"16,900","27,700",61.1,18
2007,E09000006,Bromley,Black,"4,300","4,300",100,
2007,E09000007,Camden,Black,"4,200","10,200",41.7,21.6
2007,E09000008,Croydon,Black,"25,800","33,000",78,14.4
2007,E09000009,Ealing,Black,"10,600","17,700",60,22.1
2007,E09000010,Enfield,Black,"16,000","27,000",59.3,17.2
2007,E09000011,Greenwich,Black,"16,000","24,700",64.7,15.3
2007,E09000012,Hackney,Black,"18,900","35,500",53.3,12.6
2007,E09000013,Hammersmith and Fulham,Black,"6,800","12,500",54.7,21.6
2007,E09000014,Haringey,Black,"15,800","29,600",53.5,15.5
2007,E09000015,Harrow,Black,"7,700","9,400",81.6,20.9
2007,E09000016,Havering,Black,"4,100","4,900",82.2,27.2
2007,E09000017,Hillingdon,Black,"5,500","9,100",60.7,30.3
2007,E09000018,Hounslow,Black,"3,300","5,200",65,35.8
2007,E09000019,Islington,Black,"7,400","15,800",46.9,17.8
2007,E09000020,Kensington and Chelsea,Black,"3,000","6,300",48.5,30.4
2007,E09000021,Kingston upon Thames,Black,"1,000","1,800",54.3,
2007,E09000022,Lambeth,Black,"26,700","52,200",51.2,11.9
2007,E09000023,Lewisham,Black,"28,900","46,100",62.7,12
2007,E09000024,Merton,Black,"10,900","13,700",79.2,16.4
2007,E09000025,Newham,Black,"21,200","32,000",66.3,13.8
2007,E09000026,Redbridge,Black,"11,700","15,700",74.4,19.3
2007,E09000027,Richmond upon Thames,Black,"1,000","1,400",70.1,
2007,E09000028,Southwark,Black,"22,000","38,900",56.6,14.2
2007,E09000029,Sutton,Black,"3,900","5,600",70.6,31.5
2007,E09000030,Tower Hamlets,Black,"6,700","10,300",65.6,23.9
2007,E09000031,Waltham Forest,Black,"18,600","27,000",69,15.3
2007,E09000032,Wandsworth,Black,"7,400","13,400",55.2,28.6
2007,E09000033,Westminster,Black,"4,200","9,000",47.2,24.4
2007,E13000001,Inner London,Black,"173,400","311,500",55.7,4.6
2007,E13000002,Outer London,Black,"181,300","261,800",69.3,4.9
2007,E12000001,North East,Black,"4,200","6,200",67,23.9
2007,E12000002,North West,Black,"30,100","52,600",57.3,9.3
2007,E12000003,Yorkshire and The Humber,Black,"24,800","37,900",65.3,12.1
2007,E12000004,East Midlands,Black,"25,800","40,800",63.3,10.2
2007,E12000005,West Midlands,Black,"56,400","100,700",56,7.6
2007,E12000006,East,Black,"40,500","52,700",76.8,7.9
2007,E12000007,London,Black,"354,700","573,300",61.9,3.4
2007,E12000008,South East,Black,"49,100","63,400",77.4,7
2007,E12000009,South West,Black,"17,600","24,400",72.1,12.9
2007,W92000004,Wales,Black,"4,500","8,400",53.4,18.6
2007,S92000003,Scotland,Black,"6,400","10,500",61.1,19.2
2007,N92000002,Northern Ireland,Black,"1,400","1,600",83.9,
2007,E92000001,England,Black,"603,200","952,100",63.4,2.4
2007,K04000001,England and Wales,Black,"607,700","960,500",63.3,2.4
2007,K03000001,Great Britain,Black,"614,100","971,000",63.2,2.4
2007,K02000001,United Kingdom,Black,"615,400","972,600",63.3,2.4
2007,E09000001,City of London,Other,,,,
2007,E09000002,Barking and Dagenham,Other,"6,600","9,800",67.7,21.1
2007,E09000003,Barnet,Other,"12,200","22,900",53.2,19.6
2007,E09000004,Bexley,Other,"3,100","5,400",57.1,33.4
2007,E09000005,Brent,Other,"24,200","38,100",63.4,15.2
2007,E09000006,Bromley,Other,"5,200","6,900",75.9,31.2
2007,E09000007,Camden,Other,"10,800","21,200",50.8,15
2007,E09000008,Croydon,Other,"8,200","13,200",62,26.6
2007,E09000009,Ealing,Other,"27,600","40,800",67.6,13.6
2007,E09000010,Enfield,Other,"8,400","16,900",50,22.6
2007,E09000011,Greenwich,Other,"8,200","14,800",55.5,20.9
2007,E09000012,Hackney,Other,"12,100","25,300",48,15.2
2007,E09000013,Hammersmith and Fulham,Other,"6,500","11,500",56,22.7
2007,E09000014,Haringey,Other,"13,100","27,800",47.2,15.8
2007,E09000015,Harrow,Other,"12,100","20,100",60.2,18.4
2007,E09000016,Havering,Other,"3,700","5,000",74,31.2
2007,E09000017,Hillingdon,Other,"8,800","14,800",59.2,23.2
2007,E09000018,Hounslow,Other,"13,700","21,800",62.9,17.2
2007,E09000019,Islington,Other,"8,400","12,200",68.8,19
2007,E09000020,Kensington and Chelsea,Other,"8,100","15,300",52.9,18.7
2007,E09000021,Kingston upon Thames,Other,"8,300","13,200",62.5,19.5
2007,E09000022,Lambeth,Other,"8,500","16,400",51.9,21.9
2007,E09000023,Lewisham,Other,"9,100","15,500",58.3,21.6
2007,E09000024,Merton,Other,"10,500","15,500",67.7,18
2007,E09000025,Newham,Other,"19,600","34,400",57,14.3
2007,E09000026,Redbridge,Other,"8,000","17,600",45.5,21.2
2007,E09000027,Richmond upon Thames,Other,"3,500","5,300",65.2,30.1
2007,E09000028,Southwark,Other,"12,800","22,000",58.3,19.1
2007,E09000029,Sutton,Other,"6,200","9,800",63,25.3
2007,E09000030,Tower Hamlets,Other,"12,500","24,600",50.8,16.8
2007,E09000031,Waltham Forest,Other,"11,000","15,500",71.5,20.4
2007,E09000032,Wandsworth,Other,"10,500","13,900",75.8,25.1
2007,E09000033,Westminster,Other,"15,300","35,000",43.7,12.5
2007,E13000001,Inner London,Other,"147,300","275,200",53.5,4.8
2007,E13000002,Outer London,Other,"189,300","307,200",61.6,4.8
2007,E12000001,North East,Other,"9,000","19,600",45.6,13.2
2007,E12000002,North West,Other,"46,000","86,500",53.1,7.1
2007,E12000003,Yorkshire and The Humber,Other,"37,000","65,600",56.3,9.3
2007,E12000004,East Midlands,Other,"23,300","40,100",58.1,11
2007,E12000005,West Midlands,Other,"43,700","83,200",52.5,8.3
2007,E12000006,East,Other,"61,700","89,000",69.3,7.3
2007,E12000007,London,Other,"336,600","582,400",57.8,3.4
2007,E12000008,South East,Other,"86,400","125,600",68.8,5.8
2007,E12000009,South West,Other,"27,700","43,300",63.9,10.1
2007,W92000004,Wales,Other,"16,500","28,600",57.9,9.3
2007,S92000003,Scotland,Other,"21,700","34,200",63.5,9.5
2007,N92000002,Northern Ireland,Other,"7,400","8,900",83.2,20.5
2007,E92000001,England,Other,"671,200","1,135,300",59.1,2.2
2007,K04000001,England and Wales,Other,"687,700","1,163,900",59.1,2.2
2007,K03000001,Great Britain,Other,"709,500","1,198,100",59.2,2.1
2007,K02000001,United Kingdom,Other,"716,900","1,207,000",59.4,2.1
2008,E09000001,City of London,White,"5,200","6,000",85.8,32.6
2008,E09000002,Barking and Dagenham,White,"42,900","68,300",62.8,7.5
2008,E09000003,Barnet,White,"116,400","161,400",72.1,6.4
2008,E09000004,Bexley,White,"91,200","123,600",73.8,6.5
2008,E09000005,Brent,White,"64,900","85,800",75.6,8.4
2008,E09000006,Bromley,White,"130,000","165,100",78.7,5.9
2008,E09000007,Camden,White,"83,400","110,700",75.3,5.7
2008,E09000008,Croydon,White,"117,300","152,100",77.1,7.4
2008,E09000009,Ealing,White,"85,700","116,600",73.5,8.2
2008,E09000010,Enfield,White,"90,500","129,200",70,6.8
2008,E09000011,Greenwich,White,"73,200","105,100",69.6,7.7
2008,E09000012,Hackney,White,"66,600","92,000",72.4,7.1
2008,E09000013,Hammersmith and Fulham,White,"70,700","94,700",74.7,6.8
2008,E09000014,Haringey,White,"74,600","105,200",71,7.5
2008,E09000015,Harrow,White,"43,700","63,200",69.2,8.9
2008,E09000016,Havering,White,"101,800","131,300",77.5,5.6
2008,E09000017,Hillingdon,White,"82,800","107,400",77,6.5
2008,E09000018,Hounslow,White,"68,000","88,000",77.3,7.7
2008,E09000019,Islington,White,"71,500","98,400",72.7,6.4
2008,E09000020,Kensington and Chelsea,White,"55,300","83,500",66.3,7.7
2008,E09000021,Kingston upon Thames,White,"62,700","82,100",76.4,6.6
2008,E09000022,Lambeth,White,"98,200","127,200",77.2,6.7
2008,E09000023,Lewisham,White,"83,700","112,300",74.5,6.9
2008,E09000024,Merton,White,"75,100","95,100",79,7.1
2008,E09000025,Newham,White,"47,300","63,300",74.7,9.2
2008,E09000026,Redbridge,White,"59,400","83,200",71.3,8.3
2008,E09000027,Richmond upon Thames,White,"84,300","108,900",77.4,5.9
2008,E09000028,Southwark,White,"97,500","134,700",72.3,6.5
2008,E09000029,Sutton,White,"80,400","104,400",77,6.6
2008,E09000030,Tower Hamlets,White,"60,400","78,600",76.9,7.3
2008,E09000031,Waltham Forest,White,"65,400","91,400",71.5,7.9
2008,E09000032,Wandsworth,White,"136,400","169,400",80.5,6.2
2008,E09000033,Westminster,White,"68,200","92,900",73.4,6.7
2008,E13000001,Inner London,White,"1,019,000","1,368,900",74.4,1.9
2008,E13000002,Outer London,White,"1,535,500","2,062,300",74.5,1.6
2008,E12000001,North East,White,"1,099,600","1,588,500",69.2,1.3
2008,E12000002,North West,White,"2,912,400","4,110,800",70.8,0.9
2008,E12000003,Yorkshire and The Humber,White,"2,212,200","3,045,100",72.6,1.1
2008,E12000004,East Midlands,White,"1,943,300","2,601,500",74.7,1.4
2008,E12000005,West Midlands,White,"2,169,800","2,969,100",73.1,1.2
2008,E12000006,East,White,"2,517,100","3,331,700",75.6,1.2
2008,E12000007,London,White,"2,554,500","3,431,200",74.4,1.2
2008,E12000008,South East,White,"3,817,400","4,949,400",77.1,0.9
2008,E12000009,South West,White,"2,398,900","3,139,600",76.4,1.1
2008,W92000004,Wales,White,"1,280,500","1,852,700",69.1,1
2008,S92000003,Scotland,White,"2,423,700","3,278,200",73.9,0.8
2008,N92000002,Northern Ireland,White,"763,900","1,126,300",67.8,2.1
2008,E92000001,England,White,"21,625,000","29,166,800",74.1,0.4
2008,K04000001,England and Wales,White,"22,905,500","31,019,400",73.8,0.3
2008,K03000001,Great Britain,White,"25,329,200","34,297,600",73.9,0.3
2008,K02000001,United Kingdom,White,"26,093,100","35,423,900",73.7,0.3
2008,E09000001,City of London,Minority,,,,
2008,E09000002,Barking and Dagenham,Minority,"27,200","40,100",67.9,9.5
2008,E09000003,Barnet,Minority,"33,600","61,100",55,11.6
2008,E09000004,Bexley,Minority,"12,400","20,200",61.5,18.3
2008,E09000005,Brent,Minority,"75,000","112,300",66.8,7.9
2008,E09000006,Bromley,Minority,"21,600","29,100",74.4,15.9
2008,E09000007,Camden,Minority,"18,400","39,800",46.3,11
2008,E09000008,Croydon,Minority,"54,700","79,400",69,11.6
2008,E09000009,Ealing,Minority,"69,900","109,600",63.7,9.3
2008,E09000010,Enfield,Minority,"36,900","63,200",58.4,10.6
2008,E09000011,Greenwich,Minority,"33,000","55,400",59.5,11.5
2008,E09000012,Hackney,Minority,"41,100","71,300",57.6,8.9
2008,E09000013,Hammersmith and Fulham,Minority,"19,200","35,100",54.8,12.9
2008,E09000014,Haringey,Minority,"32,800","66,700",49.2,10.4
2008,E09000015,Harrow,Minority,"58,000","85,400",68,7.8
2008,E09000016,Havering,Minority,"11,200","15,800",71.3,17.8
2008,E09000017,Hillingdon,Minority,"40,200","63,200",63.6,10
2008,E09000018,Hounslow,Minority,"48,000","75,900",63.3,9.6
2008,E09000019,Islington,Minority,"25,400","42,300",60,10.9
2008,E09000020,Kensington and Chelsea,Minority,"20,900","33,300",62.7,12.6
2008,E09000021,Kingston upon Thames,Minority,"14,000","24,700",56.6,14.3
2008,E09000022,Lambeth,Minority,"44,800","81,900",54.7,9.8
2008,E09000023,Lewisham,Minority,"47,500","73,800",64.3,9.3
2008,E09000024,Merton,Minority,"28,400","38,400",73.9,12.1
2008,E09000025,Newham,Minority,"65,100","125,200",52,7.4
2008,E09000026,Redbridge,Minority,"55,500","91,500",60.6,8.6
2008,E09000027,Richmond upon Thames,Minority,"9,600","15,000",63.8,18.7
2008,E09000028,Southwark,Minority,"36,100","64,900",55.6,10.5
2008,E09000029,Sutton,Minority,"13,000","17,700",73.4,17
2008,E09000030,Tower Hamlets,Minority,"42,700","89,700",47.6,8.3
2008,E09000031,Waltham Forest,Minority,"39,700","72,400",54.9,9.8
2008,E09000032,Wandsworth,Minority,"31,700","50,000",63.4,14.3
2008,E09000033,Westminster,Minority,"32,400","68,000",47.7,8.9
2008,E13000001,Inner London,Minority,"458,700","842,500",54.4,2.8
2008,E13000002,Outer London,Minority,"682,000","1,070,400",63.7,2.5
2008,E12000001,North East,Minority,"36,700","68,500",53.6,6.9
2008,E12000002,North West,Minority,"192,600","365,400",52.7,3.4
2008,E12000003,Yorkshire and The Humber,Minority,"162,100","298,800",54.3,4.5
2008,E12000004,East Midlands,Minority,"159,400","253,500",62.9,4.3
2008,E12000005,West Midlands,Minority,"271,600","519,000",52.3,3.4
2008,E12000006,East,Minority,"191,000","279,900",68.2,3.9
2008,E12000007,London,Minority,"1,140,700","1,912,900",59.6,1.9
2008,E12000008,South East,Minority,"283,800","404,300",70.2,3
2008,E12000009,South West,Minority,"78,000","111,300",70.1,6
2008,W92000004,Wales,Minority,"35,300","62,900",56.1,6.8
2008,S92000003,Scotland,Minority,"59,900","98,600",60.7,6.2
2008,N92000002,Northern Ireland,Minority,"15,200","19,000",79.8,14.6
2008,E92000001,England,Minority,"2,516,000","4,213,700",59.7,1.1
2008,K04000001,England and Wales,Minority,"2,551,300","4,276,600",59.7,1.1
2008,K03000001,Great Britain,Minority,"2,611,100","4,375,200",59.7,1.1
2008,K02000001,United Kingdom,Minority,"2,626,300","4,394,200",59.8,1.1
2008,E09000001,City of London,Mixed,,,,
2008,E09000002,Barking and Dagenham,Mixed,,800,56.3,
2008,E09000003,Barnet,Mixed,"4,700","5,800",81,32.5
2008,E09000004,Bexley,Mixed,"1,000","2,000",51.8,
2008,E09000005,Brent,Mixed,"1,700","3,000",57.2,
2008,E09000006,Bromley,Mixed,"2,400","3,900",61.1,
2008,E09000007,Camden,Mixed,"1,200","2,300",52,
2008,E09000008,Croydon,Mixed,"3,200","4,100",77.2,
2008,E09000009,Ealing,Mixed,"3,000","7,100",42.3,
2008,E09000010,Enfield,Mixed,"1,800","2,300",76.3,
2008,E09000011,Greenwich,Mixed,800,"1,400",60.7,
2008,E09000012,Hackney,Mixed,"4,600","6,300",72.8,28.7
2008,E09000013,Hammersmith and Fulham,Mixed,"3,800","6,000",63.1,31.2
2008,E09000014,Haringey,Mixed,"3,200","4,900",65.3,
2008,E09000015,Harrow,Mixed,"1,700","2,700",61.6,
2008,E09000016,Havering,Mixed,,,,
2008,E09000017,Hillingdon,Mixed,"1,400","4,100",34.8,
2008,E09000018,Hounslow,Mixed,"2,600","3,600",72.3,
2008,E09000019,Islington,Mixed,"2,400","3,300",74,37.7
2008,E09000020,Kensington and Chelsea,Mixed,"2,900","3,200",91.7,24.7
2008,E09000021,Kingston upon Thames,Mixed,"1,400","2,100",66,
2008,E09000022,Lambeth,Mixed,"3,000","6,300",47.1,
2008,E09000023,Lewisham,Mixed,"3,300","5,100",63.5,36.2
2008,E09000024,Merton,Mixed,"2,600","3,300",79.1,
2008,E09000025,Newham,Mixed,"3,100","5,000",61.8,37.6
2008,E09000026,Redbridge,Mixed,900,"2,000",46.5,
2008,E09000027,Richmond upon Thames,Mixed,"1,100","1,400",81.4,
2008,E09000028,Southwark,Mixed,"2,700","4,300",64.5,
2008,E09000029,Sutton,Mixed,"1,100","1,100",100,
2008,E09000030,Tower Hamlets,Mixed,"1,100","2,500",42.1,
2008,E09000031,Waltham Forest,Mixed,"1,700","2,300",74.2,
2008,E09000032,Wandsworth,Mixed,"1,900","4,500",43.4,
2008,E09000033,Westminster,Mixed,"1,500","4,100",37,
2008,E13000001,Inner London,Mixed,"34,700","57,800",60,10.6
2008,E13000002,Outer London,Mixed,"33,700","53,300",63.2,11.7
2008,E12000001,North East,Mixed,"2,600","4,900",52.4,24.2
2008,E12000002,North West,Mixed,"15,800","28,400",55.7,12.6
2008,E12000003,Yorkshire and The Humber,Mixed,"14,300","23,300",61.6,15.3
2008,E12000004,East Midlands,Mixed,"10,900","18,400",59.5,17.1
2008,E12000005,West Midlands,Mixed,"12,000","27,000",44.4,13.9
2008,E12000006,East,Mixed,"16,300","25,100",65.1,15.3
2008,E12000007,London,Mixed,"68,400","111,100",61.5,7.8
2008,E12000008,South East,Mixed,"30,900","46,600",66.3,10.2
2008,E12000009,South West,Mixed,"11,400","15,300",74.2,14.7
2008,W92000004,Wales,Mixed,"5,100","11,600",43.7,16.8
2008,S92000003,Scotland,Mixed,"6,500","11,100",58.4,20
2008,N92000002,Northern Ireland,Mixed,900,"1,400",61.2,
2008,E92000001,England,Mixed,"182,600","300,100",60.8,4.3
2008,K04000001,England and Wales,Mixed,"187,700","311,700",60.2,4.1
2008,K03000001,Great Britain,Mixed,"194,200","322,800",60.1,4.1
2008,K02000001,United Kingdom,Mixed,"195,000","324,200",60.2,4.1
2008,E09000001,City of London,Indian,,,,
2008,E09000002,Barking and Dagenham,Indian,"2,400","3,700",64.4,33.2
2008,E09000003,Barnet,Indian,"11,600","17,600",66,20.7
2008,E09000004,Bexley,Indian,"2,100","3,800",56.7,
2008,E09000005,Brent,Indian,"23,400","32,500",71.9,14.1
2008,E09000006,Bromley,Indian,"2,600","3,000",89.3,
2008,E09000007,Camden,Indian,"2,100","2,500",83.9,34.3
2008,E09000008,Croydon,Indian,"12,600","18,600",68,24.4
2008,E09000009,Ealing,Indian,"24,800","35,000",70.8,15.6
2008,E09000010,Enfield,Indian,"5,900","8,700",68,27.8
2008,E09000011,Greenwich,Indian,"6,100","9,700",62.5,27.4
2008,E09000012,Hackney,Indian,"3,200","5,700",55.3,32.8
2008,E09000013,Hammersmith and Fulham,Indian,"2,300","3,200",71.4,
2008,E09000014,Haringey,Indian,"2,400","4,000",59.4,
2008,E09000015,Harrow,Indian,"31,100","40,000",77.6,10.1
2008,E09000016,Havering,Indian,"2,700","2,700",100,
2008,E09000017,Hillingdon,Indian,"14,900","19,300",77.4,15.8
2008,E09000018,Hounslow,Indian,"18,500","25,600",72.4,15.3
2008,E09000019,Islington,Indian,"1,600","2,200",71.6,
2008,E09000020,Kensington and Chelsea,Indian,"4,000","4,400",91.3,21.1
2008,E09000021,Kingston upon Thames,Indian,"3,100","5,900",53.3,30.3
2008,E09000022,Lambeth,Indian,"3,100","4,600",68.3,38.5
2008,E09000023,Lewisham,Indian,"2,100","3,200",64.9,
2008,E09000024,Merton,Indian,"4,200","5,900",70.6,32.4
2008,E09000025,Newham,Indian,"13,300","21,100",63.2,17.5
2008,E09000026,Redbridge,Indian,"23,500","36,700",63.9,13.6
2008,E09000027,Richmond upon Thames,Indian,"2,000","2,700",72.4,40
2008,E09000028,Southwark,Indian,700,"1,800",39.2,
2008,E09000029,Sutton,Indian,"2,600","3,200",81.4,
2008,E09000030,Tower Hamlets,Indian,"1,900","3,600",52.4,
